799,537,17,912,838,948,899,568,228,538 
129,969,975,165,288,941,760,759,796,71 
246,13,463,359,324,717,342,806,781,521 
277,32,975,7,938,461,980,102,723,96 
755,379,764,534,414,433,431,533,674,485 
0,707,154,458,529,209,436,43,26,390 
999,773,627,357,618,409,670,469,324,611 
869,214,919,332,96,833,351,744,126,242 
600,430,869,251,845,367,817,51,42,290 
109,737,774,895,334,130,258,649,625,665 
708,197,169,909,923,505,616,886,361,144 
665,301,743,112,148,309,430,912,302,21 
923,335,784,925,23,649,626,799,997,194 
445,525,38,213,33,66,175,168,102,948 
778,65,611,790,191,289,220,837,450,256 
828,564,206,727,808,596,832,197,133,977 
508,528,156,481,891,822,416,198,124,73 
570,97,825,895,862,100,389,711,619,980 
137,841,578,973,337,320,276,835,199,321 
834,590,448,393,357,194,395,707,628,154 
145,406,91,167,571,655,737,328,450,211 
490,341,848,755,961,900,303,353,190,49 
718,718,280,838,18,918,388,394,832,174 
714,710,89,817,79,211,249,173,861,281 
748,674,880,892,710,984,870,258,45,989 
800,817,612,131,862,600,628,686,4,347 
662,368,88,716,967,325,46,860,207,127 
200,522,913,999,549,863,780,638,614,701 
122,101,674,432,919,218,216,662,427,353 
635,763,323,995,23,17,958,72,863,356 
21,481,850,215,369,134,42,752,616,800 
494,657,321,351,648,480,907,500,985,180 
0,142,717,295,411,838,363,795,494,228 
347,402,45,419,84,435,616,66,140,629 
739,247,699,736,81,237,507,593,570,900 
377,244,413,869,174,443,720,392,639,436 
978,903,706,303,548,379,254,401,124,895 
710,380,548,179,374,354,459,222,177,208 
611,619,662,282,422,534,409,282,522,49 
913,893,158,777,764,588,541,523,459,872 
650,906,634,706,472,812,245,223,576,214 
15,469,826,982,138,833,503,885,942,808 
893,112,651,401,385,323,23,598,353,84 
578,613,458,696,911,202,8,175,35,56 
850,122,996,172,886,30,852,689,946,847 
820,677,200,225,426,565,709,818,978,394 
364,826,352,413,880,520,442,228,379,889 
32,939,843,545,513,140,150,869,240,855 
790,666,372,755,158,343,475,950,25,127 
224,342,226,433,608,892,930,814,585,464 
291,953,883,379,822,936,231,976,255,244 
879,355,270,400,170,383,792,728,357,209 
694,752,873,530,307,239,429,101,638,4 
655,778,238,650,73,757,851,524,816,420 
881,266,26,233,503,566,736,250,316,846 
375,642,692,823,248,126,50,19,312,95 
421,459,286,363,878,628,464,583,491,516 
308,540,61,844,352,504,657,645,485,121 
234,501,950,254,206,554,220,339,827,303 
111,569,228,22,513,376,966,506,843,95 
484,486,809,465,841,422,162,622,637,110 
819,193,433,25,864,843,442,674,550,670 
940,633,900,15,505,686,63,830,945,590 
162,178,960,239,969,738,2,805,534,113 
222,306,309,799,276,698,773,706,965,434 
795,198,555,339,765,848,413,304,100,297 
529,834,508,561,166,689,962,274,414,882 
892,554,940,405,471,638,290,664,679,329 
292,697,703,828,499,783,428,370,697,663 
948,281,372,403,598,824,543,29,491,4 
457,10,828,913,27,960,812,389,52,798 
737,877,209,555,260,50,913,22,228,909 
862,609,63,31,497,970,202,883,725,87 
844,233,142,259,292,833,231,854,264,411 
22,669,897,421,879,964,618,607,352,353 
287,521,719,377,579,699,321,112,466,128 
991,743,34,238,206,94,95,223,435,751 
841,123,440,423,742,669,681,448,100,38 
126,45,385,522,766,21,445,913,565,504 
990,586,168,16,489,372,119,574,903,20 
231,117,816,378,90,254,19,206,113,238 
233,398,707,223,826,442,830,889,557,567 
