265,671,915,323,358,933,57,206,947,442 
424,846,979,144,826,223,325,253,486,623 
81,93,457,546,425,333,903,43,583,941 
34,165,388,368,32,799,115,794,469,194 
193,348,791,167,556,132,195,874,999,486 
907,389,945,985,935,338,380,178,398,371 
521,174,401,964,923,388,385,407,730,723 
914,828,622,988,102,934,605,329,371,388 
323,622,856,158,293,963,677,710,955,349 
788,36,586,223,807,622,585,845,629,498 
499,486,617,678,576,738,534,371,393,670 
668,945,250,816,736,62,806,671,175,794 
347,505,355,620,772,215,580,332,262,586 
156,789,507,865,56,815,260,727,110,910 
988,832,189,168,518,306,844,881,370,937 
625,377,438,103,649,340,734,258,792,738 
953,958,276,524,633,262,629,193,313,473 
640,685,755,96,599,544,803,384,21,402 
167,470,909,506,416,801,275,697,777,782 
817,785,218,106,282,392,864,588,43,292 
446,366,605,564,169,85,155,663,405,64 
737,663,952,249,417,977,19,733,34,533 
671,558,894,765,391,777,0,309,91,32 
734,468,42,647,895,726,608,353,365,611 
277,894,291,250,132,836,146,575,800,113 
558,801,299,83,980,715,611,926,3,155 
933,353,956,710,467,112,185,833,654,465 
920,617,471,189,855,763,890,813,601,184 
366,168,269,772,550,670,545,250,711,937 
38,105,496,764,755,130,134,740,829,242 
462,63,678,740,304,104,87,580,19,472 
573,724,454,854,739,365,527,346,681,704 
62,391,600,722,3,142,342,75,860,624 
486,310,622,756,309,733,265,630,382,440 
806,412,486,904,168,873,773,100,229,133 
930,563,853,402,769,261,924,415,74,367 
291,17,590,464,662,541,108,512,996,353 
832,127,518,54,470,194,825,529,428,274 
160,61,39,997,525,438,38,834,83,332 
576,557,974,160,378,387,640,320,864,686 
617,419,608,408,618,600,250,783,265,326 
680,569,868,994,828,706,137,581,815,471 
627,901,175,376,804,286,409,867,896,431 
848,892,837,263,829,479,569,882,183,955 
346,97,962,930,13,473,630,829,684,546 
239,214,705,595,49,913,387,639,889,475 
409,990,716,811,588,430,966,910,899,313 
810,958,309,761,694,982,9,429,842,211 
