821,985,622,621,300,954,37,546,891,679 
174,452,234,279,281,476,317,144,879,139 
583,920,196,775,700,927,624,35,969,530 
958,264,953,906,396,409,299,228,318,137 
177,69,998,173,691,382,837,28,265,615 
193,361,158,291,784,237,378,711,163,964 
957,369,778,75,974,950,285,674,193,64 
647,997,124,369,210,676,522,37,975,692 
186,734,758,447,134,321,53,600,333,556 
878,275,229,498,15,729,663,903,574,512 
974,614,122,629,310,895,656,375,934,708 
885,893,558,430,79,8,179,883,774,599 
522,920,716,35,240,2,92,193,176,21 
913,443,567,966,24,478,435,219,550,445 
834,530,391,564,863,927,384,448,234,601 
568,461,511,42,93,921,571,785,539,608 
550,146,429,144,720,466,634,920,452,21 
544,24,58,3,82,52,199,765,351,780 
243,57,73,257,107,583,455,879,765,371 
379,836,715,38,7,177,468,23,563,999 
505,83,358,616,694,184,715,771,333,791 
65,896,499,526,689,186,326,860,914,153 
324,294,809,212,780,537,19,673,839,296 
856,276,646,327,130,740,365,443,875,804 
784,947,667,608,976,199,823,947,932,992 
117,8,299,437,292,250,594,755,387,775 
566,662,349,51,782,758,674,925,883,954 
468,592,838,466,685,707,234,76,354,126 
433,10,942,361,560,563,452,249,408,838 
723,844,636,817,690,132,991,553,411,326 
440,179,166,798,826,662,397,809,247,26 
605,103,706,666,299,249,487,197,369,694 
715,347,153,821,448,961,75,357,442,652 
658,819,47,658,867,532,384,589,442,258 
913,696,375,486,475,237,960,694,608,771 
161,646,748,776,881,318,762,114,748,126 
611,826,562,514,466,138,578,133,875,900 
705,146,863,132,665,991,10,37,33,837 
42,59,806,771,795,24,260,367,92,816 
568,982,226,150,710,346,142,331,576,215 
242,79,298,863,241,664,109,266,461,153 
433,495,428,846,606,317,649,952,962,631 
867,405,137,64,931,499,642,659,464,908 
494,189,498,900,510,482,928,975,257,441 
28,977,214,725,54,144,792,958,699,488 
145,51,192,780,762,750,849,773,199,168 
335,137,979,526,761,988,188,61,258,950 
408,693,123,321,543,739,672,420,525,821 
408,856,835,710,669,418,327,682,108,180 
742,929,691,776,983,485,465,15,419,822 
385,305,114,177,203,802,918,170,407,470 
379,876,667,223,411,673,976,674,942,68 
784,20,730,971,368,800,656,929,931,410 
128,783,676,181,942,419,864,807,883,844 
863,184,461,357,119,470,696,282,634,239 
673,30,174,18,72,891,866,500,199,915 
756,224,789,20,462,534,535,479,895,769 
27,715,565,34,8,651,216,985,972,812 
7,871,386,686,853,126,884,557,86,556 
835,91,688,344,353,631,218,124,718,507 
344,15,117,23,820,760,819,944,58,90 
915,360,69,307,253,769,533,539,994,825 
359,894,506,867,446,618,632,959,747,898 
320,928,36,401,894,891,37,47,778,58 
33,423,362,811,740,786,350,976,537,732 
952,260,450,460,808,790,160,604,773,861 
223,465,48,160,609,429,473,51,206,392 
77,115,569,392,465,703,885,319,10,639 
691,446,107,20,219,263,223,368,139,604 
451,799,642,789,781,812,23,245,446,107 
947,537,630,878,486,803,269,68,109,765 
863,710,606,786,567,901,660,504,702,825 
140,295,670,412,692,638,64,455,209,731 
229,315,696,1,49,438,142,134,981,368 
867,826,822,500,363,113,850,74,977,401 
715,650,357,968,66,464,12,882,10,269 
547,574,249,675,269,426,545,258,781,925 
337,747,243,243,273,628,319,399,39,774 
993,64,651,546,434,772,510,263,221,398 
59,278,59,920,47,841,436,834,156,808 
299,349,316,215,16,613,157,799,153,65 
216,120,7,882,4,927,75,719,87,585 
819,802,458,317,721,179,238,782,90,196 
986,368,626,802,448,715,939,916,180,594 
433,885,476,314,382,10,503,560,820,644 
92,622,969,975,956,428,523,99,233,605 
343,996,320,512,419,295,28,457,970,517 
613,996,972,105,815,330,100,928,537,504 
176,809,446,106,996,493,622,926,907,972 
30,557,843,284,897,432,248,877,825,756 
513,201,673,522,377,140,376,276,714,23 
763,466,571,825,444,57,541,684,194,28 
320,198,465,650,845,686,469,57,971,299 
297,958,219,792,195,682,397,41,793,431 
470,432,665,789,610,478,494,137,551,343 
529,172,374,514,619,102,880,353,72,673 
926,196,529,210,909,389,598,728,150,969 
80,300,302,262,302,384,649,805,566,554 
760,225,573,211,746,860,766,147,534,210 
262,117,866,791,564,974,753,171,67,421 
318,34,776,114,514,570,593,308,729,74 
534,319,148,119,555,122,216,655,109,643 
202,49,611,507,465,941,129,852,820,930 
19,576,759,438,120,378,471,450,46,887 
296,901,770,752,255,959,772,95,451,126 
925,425,772,544,942,926,198,670,564,913 
814,595,884,305,199,220,977,330,936,554 
319,310,886,677,610,586,646,585,102,94 
876,867,539,357,62,959,294,779,58,133 
523,851,930,293,970,976,342,555,514,421 
721,514,773,579,69,5,340,57,327,520 
644,49,637,146,729,810,26,968,537,369 
924,380,134,592,619,813,793,850,446,461 
790,204,66,596,576,197,386,777,136,44 
813,801,370,328,311,358,859,277,117,125 
608,525,20,466,569,52,909,392,116,317 
782,729,285,160,96,196,33,30,828,17 
835,941,263,945,250,586,474,593,107,719 
329,983,716,589,633,12,493,248,885,114 
998,853,905,482,13,442,338,644,16,462 
878,578,555,459,794,795,70,465,37,836 
503,182,402,497,272,904,608,723,926,399 
799,678,751,879,74,714,156,945,854,143 
637,515,538,140,967,294,152,985,718,257 
333,536,878,705,728,90,557,954,28,483 
363,728,628,377,847,549,530,95,818,638 
556,971,852,99,862,519,11,540,876,254 
687,120,798,107,849,173,449,746,750,875 
433,128,925,983,161,127,413,95,363,368 
188,771,26,49,344,217,834,314,71,146 
979,844,704,438,341,190,308,469,613,833 
296,438,19,610,220,24,659,411,300,125 
171,324,572,431,979,878,672,547,870,74 
183,498,980,765,889,78,595,382,81,781 
473,910,686,541,834,701,509,611,257,825 
188,506,858,612,353,869,779,592,214,119 
665,684,260,702,162,957,63,655,438,967 
494,205,530,492,147,125,654,881,615,667 
797,734,571,539,667,941,115,698,997,337 
778,939,152,378,141,504,918,53,746,7 
505,676,955,35,525,18,612,980,212,429 
425,466,118,164,872,949,36,984,22,354 
118,218,646,427,562,923,424,286,969,251 
389,461,259,399,237,958,229,682,849,909 
206,862,889,721,562,916,424,797,417,581 
145,252,16,685,695,63,82,726,7,966 
670,329,989,848,392,511,951,327,251,344 
843,659,565,610,772,199,240,134,91,980 
709,374,91,827,867,778,347,426,423,579 
893,705,647,303,880,992,972,234,47,633 
752,131,427,342,15,531,833,376,653,980 
982,222,987,484,946,14,542,44,173,891 
273,603,673,739,828,67,314,47,899,131 
757,291,365,128,43,328,920,36,551,351 
271,995,209,107,433,471,74,505,723,403 
450,315,763,186,717,991,805,5,456,195 
987,579,538,983,99,519,546,506,15,958 
889,516,868,935,981,607,128,902,253,681 
443,963,928,273,556,146,166,457,50,570 
777,192,416,172,42,426,734,145,103,324 
368,802,558,660,931,356,665,73,78,275 
589,893,754,802,429,294,861,839,951,382 
238,132,446,169,690,963,831,727,147,544 
797,537,617,462,743,9,42,263,508,959 
359,91,794,292,13,342,714,469,844,592 
228,474,466,344,103,157,313,709,435,30 
983,964,815,411,210,403,158,483,40,298 
617,550,772,261,879,801,11,661,417,165 
40,841,902,468,396,473,735,392,865,971 
808,705,871,829,953,519,752,783,511,315 
750,5,457,717,756,343,247,653,481,563 
461,342,892,126,244,179,65,291,791,789 
54,591,665,42,698,905,879,444,414,16 
286,213,764,554,476,807,111,978,751,736 
176,257,411,588,639,283,899,54,647,627 
924,366,254,66,427,222,790,645,895,73 
624,501,101,219,574,896,237,816,197,864 
42,421,283,232,584,146,526,226,21,528 
467,659,505,856,162,260,684,130,62,495 
884,134,28,835,680,550,443,514,171,937 
549,346,106,507,1,458,370,627,444,816 
67,21,411,935,805,815,846,784,776,755 
307,777,677,587,457,50,87,606,306,808 
588,285,524,715,911,940,902,960,404,240 
615,899,716,614,615,794,756,767,220,649 
630,235,843,915,406,836,285,381,890,683 
997,396,968,72,675,467,177,172,815,177 
873,588,682,450,196,660,956,211,771,174 
630,711,230,418,475,801,174,819,650,274 
975,692,642,308,120,189,228,656,287,395 
29,864,406,78,491,55,501,118,653,308 
694,577,209,792,664,893,578,455,670,204 
753,636,742,701,344,133,741,562,55,666 
826,730,681,940,216,667,661,696,878,266 
493,548,616,531,541,137,613,930,812,587 
687,263,695,175,490,556,726,751,161,670 
290,809,912,601,560,481,37,610,746,144 
412,467,122,335,360,760,509,461,64,849 
107,621,915,973,807,609,529,727,484,417 
901,143,192,547,409,800,447,384,634,494 
947,660,136,73,599,828,481,113,480,444 
226,442,123,874,723,148,836,513,65,50 
361,821,529,974,243,616,724,699,871,436 
791,934,169,845,670,494,448,13,108,644 
610,331,818,412,189,996,96,201,372,138 
774,938,582,368,411,590,519,570,200,27 
472,317,108,213,655,812,305,866,957,187 
940,875,575,799,32,711,776,787,780,904 
177,211,420,814,689,980,389,559,782,735 
607,823,236,151,800,258,794,25,311,30 
254,546,178,879,532,722,875,82,740,143 
586,400,643,433,244,38,736,572,626,629 
574,268,765,247,399,498,964,314,274,48 
797,627,712,850,845,542,262,882,313,647 
565,341,371,227,210,506,66,673,4,810 
424,897,591,978,419,916,636,640,980,61 
989,401,120,699,806,564,611,512,105,161 
683,903,810,788,856,416,373,371,819,758 
135,971,187,446,986,580,137,774,956,145 
682,768,915,552,213,890,550,526,449,696 
228,26,313,144,815,44,936,553,851,320 
249,495,856,990,566,810,319,547,141,484 
408,981,535,761,632,575,230,129,533,814 
171,335,959,399,480,7,976,487,428,556 
929,927,878,522,390,386,937,257,605,208 
107,531,407,586,8,881,417,439,731,476 
621,36,763,603,962,891,703,911,956,461 
648,198,69,487,487,998,13,747,560,408 
412,476,316,651,256,692,785,49,313,349 
112,167,24,714,75,213,636,435,839,301 
258,148,455,199,642,185,858,924,488,980 
49,99,814,313,117,655,109,962,168,143 
599,711,752,126,968,127,86,225,309,826 
360,84,383,622,242,500,683,297,386,599 
786,154,907,917,329,898,555,192,534,689 
461,538,28,331,813,930,175,99,693,917 
800,320,561,38,217,425,878,630,502,496 
487,604,398,158,236,242,458,333,864,748 
216,413,879,430,853,554,48,460,155,421 
759,516,188,441,639,572,32,15,250,81 
55,957,398,666,855,495,269,590,975,911 
584,931,678,90,402,99,759,813,426,43 
932,933,362,960,926,578,452,912,515,334 
811,546,418,386,87,821,478,817,772,740 
833,27,396,795,611,856,99,164,19,50 
767,563,972,898,909,394,37,801,215,130 
917,570,530,971,229,62,600,7,449,656 
529,731,636,663,736,365,296,361,817,751 
733,704,418,72,89,720,115,239,222,216 
676,108,120,426,661,217,734,142,962,152 
87,531,511,78,248,665,800,343,934,156 
283,349,398,394,413,848,65,44,534,669 
193,13,250,990,189,366,354,682,629,400 
66,796,1,624,786,83,493,905,109,993 
420,411,950,460,577,278,513,187,198,601 
259,415,662,923,388,150,408,276,830,170 
105,242,982,946,872,786,983,617,14,366 
804,630,665,26,278,447,500,949,650,482 
933,498,76,873,50,921,289,236,692,872 
605,920,494,162,332,414,64,663,761,872 
253,993,1,533,443,178,221,311,619,845 
907,326,707,83,672,771,883,964,290,854 
877,505,162,762,746,669,676,187,199,199 
378,969,103,996,638,673,800,298,429,820 
997,239,407,781,655,645,99,433,288,683 
246,662,492,832,343,767,794,774,74,236 
989,770,309,991,393,521,731,204,961,528 
562,795,304,13,58,10,298,288,9,208 
550,661,611,627,909,73,829,554,614,749 
721,395,147,119,12,582,651,479,228,635 
944,844,595,279,496,2,276,58,312,110 
34,855,93,604,836,962,131,453,419,543 
316,924,100,571,969,917,799,138,902,503 
427,854,24,106,512,703,628,373,562,678 
54,24,434,923,976,224,628,388,279,826 
365,675,655,999,678,637,944,939,707,31 
482,618,110,344,295,145,880,306,599,148 
928,323,216,3,471,338,851,910,737,952 
797,565,423,654,686,915,470,231,910,991 
650,125,10,679,815,392,545,66,12,923 
243,449,318,831,566,375,677,349,422,795 
885,497,698,753,407,703,809,772,913,963 
568,331,973,835,164,391,336,691,556,433 
149,33,576,857,462,468,357,373,319,360 
467,602,703,240,712,87,323,217,557,134 
650,346,183,709,870,268,748,58,830,528 
156,155,371,444,572,190,389,707,34,678 
201,753,59,362,303,790,834,779,124,760 
583,364,189,739,863,85,986,473,393,69 
575,6,645,968,629,749,433,909,765,995 
580,114,36,783,494,119,87,368,33,230 
237,591,698,451,851,506,389,694,155,435 
898,707,169,952,523,614,679,100,118,413 
35,620,261,705,213,988,248,512,65,585 
0,487,510,767,496,554,832,41,100,647 
365,94,365,808,259,319,781,419,169,718 
525,523,368,797,671,461,774,779,357,175 
860,473,775,439,717,832,733,429,351,232 
998,177,349,234,648,328,862,816,285,231 
195,172,487,892,281,558,890,23,81,51 
488,911,193,899,358,655,643,772,998,934 
485,593,266,321,960,298,563,391,328,41 
419,120,828,491,412,391,959,385,472,937 
666,958,41,145,857,599,665,153,426,52 
131,37,840,748,451,371,16,877,96,197 
633,24,898,266,122,679,425,448,876,497 
875,448,287,896,22,1,963,863,409,6 
154,538,337,572,691,952,928,413,559,242 
226,638,594,807,384,499,145,649,584,961 
574,912,940,603,347,862,845,889,623,728 
379,868,986,257,645,502,594,337,293,338 
793,480,318,27,958,526,884,656,416,592 
633,987,453,695,69,683,455,518,275,561 
629,648,482,112,925,511,733,475,73,172 
24,493,403,290,503,739,818,208,814,975 
251,109,982,231,276,47,934,810,228,231 
